slug,title,description,keywords,author,image,canonical,faq_schema,howto_schema,article_schema,product_schema,search_schema,dataset_schema
"/docs/reference/connectors/instamojo","Instamojo",,,,,,,,,,,
"/docs/reference/connectors/intercom","Intercom",,,,,,,,,,,
"/docs/reference/connectors/jdbc","JDBC",,,,,,,,,,,
"/docs/reference/connectors/jira-software-cloud","Jira Software Cloud",,,,,,,,,,,
"/docs/reference/connectors/mariadb","MariaDB",,,,,,,,,,,
"/docs/reference/connectors/microsoft-outlook","Microsoft Outlook",,,,,,,,,,,
"/docs/reference/connectors/mongodb","MongoDB",,,,,,,,,,,
"/docs/reference/connectors/mssql","Microsoft SQL",,,,,,,,,,,
"/docs/reference/connectors/mymemory","MyMemory",,,,,,,,,,,
"/docs/reference/connectors/mysql","MySQL",,,,,,,,,,,
"/docs/reference/connectors/notion","Notion",,,,,,,,,,,
"/docs/reference/connectors/ocrspace","OCRSpace",,,,,,,,,,,
"/docs/reference/connectors/openai-advanced","OpenAI Advanced",,,,,,,,,,,
"/docs/reference/connectors/openai","OpenAI",,,,,,,,,,,
"/docs/reference/connectors/openrouter","OpenRouter",,,,,,,,,,,
"/docs/reference/connectors/oracle","Oracle",,,,,,,,,,,
"/docs/reference/connectors/postgresql","PostgreSQL",,,,,,,,,,,
"/docs/reference/connectors/proxy-crawl","Proxy Crawl",,,,,,,,,,,
"/docs/reference/connectors/quickbooks-online","QuickBooks Online",,,,,,,,,,,
"/docs/reference/connectors/razorpay","Razorpay",,,,,,,,,,,
"/docs/reference/connectors/redis","Redis",,,,,,,,,,,
"/docs/reference/connectors/rest-api","REST API",,,,,,,,,,,
"/docs/reference/connectors/salesforce","Salesforce",,,,,,,,,,,
"/docs/reference/connectors/sap-hana","SAP HANA",,,,,,,,,,,
"/docs/reference/connectors/sendgrid","SendGrid",,,,,,,,,,,
"/docs/reference/connectors/sequin","Sequin",,,,,,,,,,,
"/docs/reference/connectors/sftp-ftp","SFTP and FTP",,,,,,,,,,,
"/docs/reference/connectors/shell-script","Shell Script",,,,,,,,,,,
"/docs/reference/connectors/shopify","Shopify",,,,,,,,,,,
"/docs/reference/connectors/slack","Slack",,,,,,,,,,,
"/docs/reference/connectors/smtp","SMTP",,,,,,,,,,,
"/docs/reference/connectors/snowflake","Snowflake",,,,,,,,,,,
"/docs/reference/connectors/stripe","Stripe",,,,,,,,,,,
"/docs/reference/connectors/supabase","Supabase Database",,,,,,,,,,,
"/docs/reference/connectors/surrealdb","SurrealDB",,,,,,,,,,,
"/docs/reference/connectors/trello","Trello",,,,,,,,,,,
"/docs/reference/connectors/twillio","Twilio",,,,,,,,,,,
"/docs/reference/connectors/typeform","Typeform",,,,,,,,,,,
"/docs/reference/connectors/vertica","Vertica",,,,,,,,,,,
"/docs/reference/connectors/what-three-words","What 3 Words",,,,,,,,,,,
"/docs/reference/connectors/whatsapp","WhatsApp",,,,,,,,,,,
"/docs/reference/connectors/xano","Xano",,,,,,,,,,,
"/docs/reference/connectors/zendesk","Zendesk",,,,,,,,,,,
"/docs/reference/connectors/zoom","Zoom",,,,,,,,,,,
"/docs/reference/controls/address","Address",,,,,,,,,,,
"/docs/reference/controls/advance-dropdown","Dropdown",,,,,,,,,,,
"/docs/reference/controls/advance-map","Advance Map",,,,,,,,,,,
"/docs/reference/controls/alert","Alert Control",,,,,,,,,,,
"/docs/reference/controls/audio-record","Audio Record",,,,,,,,,,,
"/docs/reference/controls/backnext","Back Next",,,,,,,,,,,
"/docs/reference/controls/barcode","Barcode",,,,,,,,,,,
"/docs/reference/controls/breadcrumbs","Breadcrumbs",,,,,,,,,,,
"/docs/reference/controls/button-bar","Button Bar",,,,,,,,,,,
"/docs/reference/controls/button","Button",,,,,,,,,,,
"/docs/reference/controls/calendar","Calendar",,,,,,,,,,,
"/docs/reference/controls/card","Card controls",,,,,,,,,,,
"/docs/reference/controls/cascader","Cascader",,,,,,,,,,,
"/docs/reference/controls/charts","Charts & Graphs",,,,,,,,,,,
"/docs/reference/controls/chat","Chat",,,,,,,,,,,
"/docs/reference/controls/checkbox-tree","CheckBox Tree",,,,,,,,,,,
"/docs/reference/controls/checkbox","Checkbox",,,,,,,,,,,
"/docs/reference/controls/circular-progress-bar","Circular Progress Bar",,,,,,,,,,,
"/docs/reference/controls/collapsible-menu","Collapsible Menu",,,,,,,,,,,
"/docs/reference/controls/color-picker","Color Picker",,,,,,,,,,,
"/docs/reference/controls/compact-card","Compact Card",,,,,,,,,,,
"/docs/reference/controls/container","Container",,,,,,,,,,,
"/docs/reference/controls/currency","Currency",,,,,,,,,,,
"/docs/reference/controls/custom-control","Custom Control",,,,,,,,,,,
"/docs/reference/controls/dashboard","Dashboard",,,,,,,,,,,
"/docs/reference/controls/data-store","Data Store",,,,,,,,,,,
"/docs/reference/controls/date-picker","Date Picker",,,,,,,,,,,
"/docs/reference/controls/date-range-picker","Date Range Picker",,,,,,,,,,,
"/docs/reference/controls/date-time-picker","Date Time Picker",,,,,,,,,,,
"/docs/reference/controls/detail-select","Detail Select",,,,,,,,,,,
"/docs/reference/controls/detailed-view","Detail View",,,,,,,,,,,
"/docs/reference/controls/dropdown","Dropdown",,,,,,,,,,,
"/docs/reference/controls/dual-text","Dual Text",,,,,,,,,,,
"/docs/reference/controls/embed","Embed",,,,,,,,,,,
"/docs/reference/controls/file-parser","File Parser",,,,,,,,,,,
"/docs/reference/controls/file-upload","File Upload",,,,,,,,,,,
"/docs/reference/controls/footer-tab","Footer Tabs",,,,,,,,,,,
"/docs/reference/controls/form-repeat","Form Repeat",,,,,,,,,,,
"/docs/reference/controls/google-doc-viewer","Google Doc Viewer",,,,,,,,,,,
"/docs/reference/controls/gps","GPS",,,,,,,,,,,
"/docs/reference/controls/grid-menu","Grid Menu",,,,,,,,,,,
"/docs/reference/controls/grouped-menu","Grouped Menu",,,,,,,,,,,
"/docs/reference/controls/heading","Heading",,,,,,,,,,,
"/docs/reference/controls/horizontal-steps","Horizontal Steps",,,,,,,,,,,
"/docs/reference/controls/html","HTML",,,,,,,,,,,
"/docs/reference/controls/icon","Icon",,,,,,,,,,,
"/docs/reference/controls/image-menu-grid","Image Menu Grid",,,,,,,,,,,
"/docs/reference/controls/image-select-bar","Image Select Bar",,,,,,,,,,,
"/docs/reference/controls/image-slider","Image Slider",,,,,,,,,,,
"/docs/reference/controls/image","Image",,,,,,,,,,,
"/docs/reference/controls/imagechoice","Image Choice",,,,,,,,,,,
"/docs/reference/controls/input-label","Input Label",,,,,,,,,,,
"/docs/reference/controls/json-editor","JSON Editor",,,,,,,,,,,
"/docs/reference/controls/json-viewer","JSON Viewer",,,,,,,,,,,
"/docs/reference/controls/jsonschemaformcontrol","JSON Schema Form Control",,,,,,,,,,,
"/docs/reference/controls/kanban","Kanban",,,,,,,,,,,
"/docs/reference/controls/keyword-box","Keyword Box",,,,,,,,,,,
"/docs/reference/controls/label","Label",,,,,,,,,,,
"/docs/reference/controls/layouts","Layout and Columnar Layouts",,,,,,,,,,,
"/docs/reference/controls/link","Link",,,,,,,,,,,
"/docs/reference/controls/list-cards","List - Cards",,,,,,,,,,,
"/docs/reference/controls/list-repeat","List Repeat",,,,,,,,,,,
"/docs/reference/controls/lottie-player","Lottie Player",,,,,,,,,,,
"/docs/reference/controls/map","Map",,,,,,,,,,,
"/docs/reference/controls/markdown-editor","Markdown Editor",,,,,,,,,,,
"/docs/reference/controls/markdown-viewer","Markdown Viewer",,,,,,,,,,,
"/docs/reference/controls/media-player","Media Player Control",,,,,,,,,,,
"/docs/reference/controls/menu-list","Menu List",,,,,,,,,,,
"/docs/reference/controls/metric","Metric",,,,,,,,,,,
"/docs/reference/controls/multi-image","Multi Image",,,,,,,,,,,
"/docs/reference/controls/multiview-container","Multi-view Container",,,,,,,,,,,
"/docs/reference/controls/name","Name",,,,,,,,,,,
"/docs/reference/controls/navbar","Nav Bar",,,,,,,,,,,
"/docs/reference/controls/nfc-reader","NFC Reader",,,,,,,,,,,
"/docs/reference/controls/numeric","Numeric",,,,,,,,,,,
"/docs/reference/controls/otp","OTP",,,,,,,,,,,
"/docs/reference/controls/pagination","Pagination",,,,,,,,,,,
"/docs/reference/controls/panel","Panel",,,,,,,,,,,
"/docs/reference/controls/phone","Phone",,,,,,,,,,,
"/docs/reference/controls/prefix-sufix","Prefix and Suffix",,,,,,,,,,,
"/docs/reference/controls/profile-group","Profile Group",,,,,,,,,,,
"/docs/reference/controls/profile","Profile",,,,,,,,,,,
"/docs/reference/controls/proglove-barcode-scanner","ProGlove Barcode Scanner",,,,,,,,,,,
"/docs/reference/controls/progress-bar","Progress Bar",,,,,,,,,,,
"/docs/reference/controls/quantity","Quantity",,,,,,,,,,,
"/docs/reference/controls/query-builder","Query Builder",,,,,,,,,,,
"/docs/reference/controls/questionnair","Questionnaire",,,,,,,,,,,
"/docs/reference/controls/radio","Radio",,,,,,,,,,,
"/docs/reference/controls/range-picker","Range Picker",,,,,,,,,,,
"/docs/reference/controls/rating","Rating",,,,,,,,,,,
"/docs/reference/controls/recaptcha","reCAPTCHA",,,,,,,,,,,
"/docs/reference/controls/rich-text-editor","Rich Text Editor",,,,,,,,,,,
"/docs/reference/controls/rich-text-viewer","Rich Text Viewer",,,,,,,,,,,
"/docs/reference/controls/scanner","Scanner",,,,,,,,,,,
"/docs/reference/controls/select-bar","Select Bar",,,,,,,,,,,
"/docs/reference/controls/select","Select",,,,,,,,,,,
"/docs/reference/controls/separator","Separator",,,,,,,,,,,
"/docs/reference/controls/short-card","Short Card",,,,,,,,,,,
"/docs/reference/controls/signature","Signature",,,,,,,,,,,
"/docs/reference/controls/single-user-card","Single User Card",,,,,,,,,,,
"/docs/reference/controls/sortable","Sortable",,,,,,,,,,,
"/docs/reference/controls/spacer","Spacer",,,,,,,,,,,
"/docs/reference/controls/speech-recognition","Speech Recognition",,,,,,,,,,,
"/docs/reference/controls/split-button","Split Button",,,,,,,,,,,
"/docs/reference/controls/statistics","Statistics",,,,,,,,,,,
"/docs/reference/controls/stripe","Stripe",,,,,,,,,,,
"/docs/reference/controls/submit","Submit Button",,,,,,,,,,,
"/docs/reference/controls/summary","Summary",,,,,,,,,,,
"/docs/reference/controls/switch-group","Switch Group",,,,,,,,,,,
"/docs/reference/controls/tabbed-container","Tabbed Container",,,,,,,,,,,
"/docs/reference/controls/table-grid","Table Grid",,,,,,,,,,,
"/docs/reference/controls/tabs","Tabs",,,,,,,,,,,
"/docs/reference/controls/tags","Tags",,,,,,,,,,,
"/docs/reference/controls/terms-and-conditions","Terms and Conditions",,,,,,,,,,,
"/docs/reference/controls/text-input","Text Input",,,,,,,,,,,
"/docs/reference/controls/text","Text",,,,,,,,,,,
"/docs/reference/controls/textarea","Textarea",,,,,,,,,,,
"/docs/reference/controls/time-picker","Time Picker",,,,,,,,,,,
"/docs/reference/controls/timeline","Timeline",,,,,,,,,,,
"/docs/reference/controls/timer","Timer",,,,,,,,,,,
"/docs/reference/controls/toggle","Toggle",,,,,,,,,,,
"/docs/reference/controls/typeahead","Typeahead",,,,,,,,,,,
"/docs/reference/controls/value-picker","Value Picker",,,,,,,,,,,
"/docs/reference/controls/vertical-divider","Vertical Divider",,,,,,,,,,,
"/docs/reference/controls/vertical-steps","Vertical Steps",,,,,,,,,,,
"/docs/reference/controls/video-recorder","Video Record",,,,,,,,,,,
"/docs/reference/controls/zebra-barcode-scanner","Zebra Barcode Scanner",,,,,,,,,,,
"/docs/reference/dronahq-query-language/dql-function-reference",,,,,,,,,,,,
"/docs/reference/dronahq-query-language/getting-basic-values",,,,,,,,,,,,
"/docs/reference/dronahq-query-language/manipulating-data",,,,,,,,,,,,
"/docs/reference/dronahq-query-language/returning-structured-data",,,,,,,,,,,,
"/docs/reference/dronahq-query-language/selecting-conditional-data",,,,,,,,,,,,
"/docs/reference/events/overview","Overview",,,,,,,,,,,
"/docs/reference/events/recurring-events","Recurring Events",,,,,,,,,,,
"/docs/reference/keywords-js-utilities/FileUtility","File Utility Methods","FileUtility methods to perform actions from JS code.",,,,,,,,,,
"/docs/reference/keywords-js-utilities/fx-formulas",,,,,,,,,,,,
"/docs/reference/keywords-js-utilities/Helper","Helper Methods","Helper methods to perform actions from JS code.",,,,,,,,,,
"/docs/reference/keywords-js-utilities/keywords",,,,,,,,,,,,
"/docs/reference/keywords-js-utilities/Utility","Utility Methods","Utility methods to perform actions from JS code.",,,,,,,,,,
"/docs/reference/scim-2-rest-api/groups/create-groups",,,,,,,,,,,,
"/docs/reference/scim-2-rest-api/groups/delete-group",,,,,,,,,,,,
"/docs/reference/scim-2-rest-api/groups/get-group",,,,,,,,,,,,
"/docs/reference/scim-2-rest-api/groups/list-groups",,,,,,,,,,,,
"/docs/reference/scim-2-rest-api/groups/update-group",,,,,,,,,,,,
"/docs/reference/scim-2-rest-api/index","Overview",,,,,,,,,,,
"/docs/reference/scim-2-rest-api/users/create-user",,,,,,,,,,,,
"/docs/reference/scim-2-rest-api/users/enable-or-disable-user",,,,,,,,,,,,
"/docs/reference/scim-2-rest-api/users/get-user",,,,,,,,,,,,
"/docs/reference/scim-2-rest-api/users/list-users",,,,,,,,,,,,
"/docs/reference/scim-2-rest-api/users/update-user",,,,,,,,,,,,
"/docs/reference/vulnerability-reporting",,,,,,,,,,,,
"/docs/releasing-in-beta","Releasing in Beta",,,,,,,,,,,
"/docs/rest-apis/api-authentication","API Authentication",,,,,,,,,,,
"/docs/rest-apis/configuring-apis","Configuring APIs",,,,,,,,,,,
"/docs/rest-apis/ssl-configuration-apis","Configure SSL for REST API Connector",,,,,,,,,,,
"/docs/screen-routing",,,,,,,,,,,,
"/docs/secure-embed",,,,,,,,,,,,
"/docs/self-hosted-deployment/concepts/filestorage-migration-to-cloud",,,,,,,,,,,,
"/docs/self-hosted-deployment/concepts/migrate-from-cloud-to-self-hosted","Migrate from cloud to self hosted",,,,,,,,,,,
"/docs/self-hosted-deployment/concepts/migrate-from-docker-to-kubernetes","DronaHQ Self-Hosted Migration Plan- Docker to Kubernetes",,,,,,,,,,,
"/docs/self-hosted-deployment/concepts/migrate-from-self-hosted-to-cloud","Migrate from self hosted to cloud",,,,,,,,,,,
"/docs/self-hosted-deployment/configure-documentdb-storage",,,,,,,,,,,,
"/docs/self-hosted-deployment/configure-external-databases",,,,,,,,,,,,
"/docs/self-hosted-deployment/configure-ssl-and-ca-certificates",,,,,,,,,,,,
"/docs/self-hosted-deployment/deploy-kubernetes-on-macos",,,,,,,,,,,,
"/docs/self-hosted-deployment/deployment-options/aws-ec2",,,,,,,,,,,,
"/docs/self-hosted-deployment/deployment-options/azure",,,,,,,,,,,,
"/docs/self-hosted-deployment/deployment-options/gcp",,,,,,,,,,,,
"/docs/self-hosted-deployment/deployment-options/kubernetes",,,,,,,,,,,,
"/docs/self-hosted-deployment/deployment-options/local-machine",,,,,,,,,,,,
"/docs/self-hosted-deployment/environment-variables",,,,,,,,,,,,
"/docs/self-hosted-deployment/horizantal-scaling",,,,,,,,,,,,
"/docs/self-hosted-deployment/readme",,,,,,,,,,,,
"/docs/self-hosted-deployment/requirements",,,,,,,,,,,,
"/docs/self-hosted-deployment/update-dronahq-to-latest",,,,,,,,,,,,
"/docs/self-hosted-deployment/using-environment-variable-as-secret",,,,,,,,,,,,
"/docs/sso/configure-sso-with-custom-jwt",,,,,,,,,,,,
"/docs/sso/configuring-sign-in-with-google",,,,,,,,,,,,
"/docs/sso/configuring-sso-for-google-oidc",,,,,,,,,,,,
"/docs/sso/configuring-sso-with-oidc",,,,,,,,,,,,
"/docs/sso/configuring-sso-with-saml",,,,,,,,,,,,
"/docs/sso/scim-user-provisioning","SCIM user provisioning",,,,,,,,,,,
"/docs/sso-guides/configure-adfs-saml",,,,,,,,,,,,
"/docs/sso-guides/configure-auth0-oidc",,,,,,,,,,,,
"/docs/sso-guides/configure-microsoft-entra-oidc",,,,,,,,,,,,
"/docs/sso-guides/configure-microsoft-entra-saml",,,,,,,,,,,,
"/docs/sso-guides/configure-okta-oidc",,,,,,,,,,,,
"/docs/sso-guides/configure-okta-saml-sso",,,,,,,,,,,,
"/docs/sso-guides/configure-onelogin-oidc",,,,,,,,,,,,
"/docs/ui-builder/controls","Controls",,,,,,,,,,,
"/docs/ui-builder/live-interaction","Live Interaction",,,,,,,,,,,
"/docs/ui-builder/multiscreen-apps","Multiscreen apps",,,,,,,,,,,
"/docs/ui-builder/reusable-widgets","Reusable Widgets",,,,,,,,,,,
"/docs/ui-builder/ui-layout-and-editors","UI Layout & editors",,,,,,,,,,,
"/docs/ui-builder/visibility-rules-validations","Rules and Validations",,,,,,,,,,,
"/docs/user-group-based-app-catalogs","User/Group based App Catalogs",,,,,,,,,,,
"/docs/user-management/adding-users-to-your-account","Adding users to your account",,,,,,,,,,,
"/docs/user-management/all-creator-permissions",,,,,,,,,,,,
"/docs/user-management/bulk-actions","Bulk actions",,,,,,,,,,,
"/docs/user-management/deactivate-and-reactivate-users","Deactivate and reactivate users",,,,,,,,,,,
"/docs/user-management/grouping-users","Grouping users",,,,,,,,,,,
"/docs/user-management/user-details-and-analytics","User details and analytics",,,,,,,,,,,
"/docs/user-management/user-roles","User roles",,,,,,,,,,,
"/docs/versioning-and-rollback","Versioning and rollback",,,,,,,,,,,
"/docs/_heading_addon_pdf_creator",,,,,,,,,,,,
"/docs/_heading_addon_public_and_embed",,,,,,,,,,,,
"/docs/_heading_advanced_concepts",,,,,,,,,,,,
"/docs/_heading_apps_building_apps",,,,,,,,,,,,
"/docs/_heading_app_management",,,,,,,,,,,,
"/docs/_heading_connecting_datasources",,,,,,,,,,,,
"/docs/_heading_dronahq_ai",,,,,,,,,,,,
"/docs/_heading_org_user_management",,,,,,,,,,,,
